scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,original_best_purity,original_pure_point_fraction,original_has_pure_segment,ibsp_best_purity,ibsp_pure_point_fraction,ibsp_has_pure_segment,pure_ibsp_segment_count,has_pure_reliable_ibsp,has_pure_sampled_ibsp,sam2_best_iou
scene0207_01,56059,trash can,1904,0.9732142857142857,1.0,1.0,True,1.0,0.9338235294117647,True,13,False,False,8.383635144198524e-05
scene0207_01,57005,closet,3573,0.844541910331384,1.0,1.0,True,1.0,0.9812482507696614,True,11,False,False,0.00019590941148812788
scene0207_01,59044,microwave,1204,0.5838728663919953,1.0,1.0,True,1.0,0.9750830564784053,True,11,False,False,0.0
scene0207_01,62038,stove,5113,0.5524432942609225,1.0,1.0,True,1.0,0.9497359671425778,True,26,False,False,0.0002956502457592668
scene0207_01,65037,bottle,118,0.07989167230873392,1.0,1.0,True,0.9772727272727273,1.0,True,2,False,False,0.0
scene0207_01,71046,mirror,524,0.20419847328244276,1.0,1.0,True,1.0,0.5553435114503816,True,6,False,False,0.0
scene0207_01,77060,laptop,409,0.4505050505050505,1.0,1.0,True,1.0,0.5061124694376528,True,2,True,False,0.02982233502538071
scene0207_01,93024,suitcase,2058,0.9062087186261559,1.0,1.0,True,1.0,0.988824101068999,True,12,False,False,0.0
scene0207_01,97058,recycling bin,1151,0.6908171861836563,1.0,1.0,True,1.0,0.8853171155516942,True,11,False,False,4.3282548476454294e-05
scene0207_01,106017,laundry basket,2310,0.9262229350441058,1.0,1.0,True,1.0,0.9995670995670995,True,14,True,False,0.0
scene0207_01,138031,paper towel roll,356,1.0,1.0,1.0,True,1.0,0.9719101123595506,True,4,True,False,0.0012439744985227803
scene0207_01,159001,kitchen counter,5342,0.6229942100909843,1.0,1.0,True,1.0,0.868401347809809,True,29,False,False,0.0
scene0207_01,161045,doorframe,1666,0.8063891577928364,1.0,1.0,True,1.0,0.9231692677070829,True,7,False,False,0.00016937669376693767
scene0207_01,170051,shower curtain rod,199,1.0,1.0,1.0,True,1.0,1.0,True,3,False,False,0.0
scene0207_01,230056,tissue box,331,0.7213114754098361,1.0,1.0,True,1.0,1.0,True,6,True,False,0.005959849435382685
scene0207_01,283041,vacuum cleaner,2008,0.6588645418326693,1.0,1.0,True,1.0,0.9925298804780877,True,20,False,False,0.0003339734491107957
scene0207_01,562030,bowl,325,0.18888888888888888,1.0,1.0,True,1.0,0.9938461538461538,True,5,True,False,0.00015607928827844546
